22-rdf-syntax-ns#type_0;22-rdf-syntax-ns#type_1;22-rdf-syntax-ns#type_2;22-rdf-syntax-ns#type_3;22-rdf-syntax-ns#type_4;22-rdf-syntax-ns#type_5;added_0;added_1;architect_0;architecture_0;area_0;caption_0;governingBody_0;latDegrees_0;latDirection_0;latMinutes_0;latSeconds_0;location_0;location_1;location_2;locmapin_0;longDegrees_0;longDirection_0;longMinutes_0;longSeconds_0;name_0;name_1;nrhpReferenceNumber_0;nrhpType_0;refnum_0;wgs84_pos#lat_0;wgs84_pos#long_0
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1990-04-30;1990-04-30;Unknown;Federal, Georgian;;;Private;39;N;33;42;;;;Maryland;76;W;7;32;Sion Hill;Sion Hill;90000608;nhl;90000608;39.56166666666667;-76.12555555555555
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2006-07-27;2006-07-27;Knute_E._Westerlind;Streamline_Moderne;;"Auditorium, seen from the southeast; the 2003 arena is in the left background";Local;42;N;29;34;Sioux_City,_Iowa;USA;United_States;Iowa;96;W;24;24;Municipal Auditorium;Municipal Auditorium;06000316;;6000316;42.492777777777775;-96.40666666666667
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1973-04-03;1973-04-03;James_W._McLaughlin;Romanesque_architecture;;;Private;39;N;8;47;Cincinnati;Cincinnati,_Ohio;Ohio;;84;W;31;8;Sir Alfred T. Goshorn House;Sir Alfred T. Goshorn House;73001459;;73001459;39.14635833333333;-84.51886666666667
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1978-08-11;1978-08-11;Griffin,B.H./Salter,J.A.;No Style Listed;less than one acre;Sir Walter Raleigh Hotel;Private;35;N;45;46;North_Carolina;Raleigh,_North_Carolina;North_Carolina;North Carolina;78;W;38;38;Sir Walter Raleigh Hotel;Sir Walter Raleigh Hotel;78001980;;78001980;35.76277777777778;-78.6438888888889
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;2006-12-22;2006-12-22;;;;;;;;;;Rosendale,_Wisconsin;Rosendale,_Wisconsin;207;;;;;;Sisson's Peony Gardens;Sisson's Peony Gardens;06001193;;6001193;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;;;;;;;;;;;;Alaska;Sitka,_Alaska;;;;;;;Sitka National Cemetery;Sitka National Cemetery;12000057;;;57.05111111111111;-135.31555555555556
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;1966-10-15;;;;;;National_Park_Service;;;;;;;;;;;;;Russian Bishop's House;;66000025;;;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;1995-10-25;1995-10-25;;;2.608010642368E8;Six Mile Run Reservoir Site;;;;;;Franklin_Township,_Somerset_County,_New_Jersey;New_Jersey;Franklin Township, New Jersey;;;;;;Six Mile Run Historic District;Six Mile Run Historic District;95001191;;95001191;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1996-10-25;1996-10-25;;Early CommercialRomanesque Revival;Less than one acre;;Private;41;N;36;17;Des_Moines,_Iowa;Northeastern and northwestern corners of the junction of 6th and Forest Aves.Des Moines, Iowa;;Iowa;93;W;37;32;Sixth and Forest Historic District;Sixth and Forest Historic District;96001156;hd;96001156;41.60472222222222;-93.62555555555555
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1973-03-01;1973-03-01;Osborne,Richard;;less than one acre;;Private;40;N;20;37;Reading,_Pennsylvania;N. 6th Street near Woodward Street, Reading, Pennsylvania;;Pennsylvania;75;W;55;34;Askew Bridge;Askew Bridge;73001590;;73001590;40.34361111111111;-75.92611111111111
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2004-04-15;2004-04-15;;Federal, Italianate;6069.846336;South profile and east elevation, 2010;Private;43;N;11;11;Barre_Center,_New_York;New_York;Barre_Center,_New_York;New York;78;W;11;40;Skinner-Tinkham House;Skinner-Tinkham House;04000291;;4000291;43.18638888888889;-78.19444444444444
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;2008-12-22;2008-12-22;;;;;Private;;;;;Harwood,_Maryland;near Harwood, Maryland;;Maryland;;;;;Skipworth's Addition;Skipworth's Addition;08001216;;8001216;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;;;;;;;;45;N;51;27;Mackinac_Island,_Michigan;Michigan;Mackinac_Island,_Michigan;Michigan;84;W;37;7;Skull Cave;Skull Cave;;nhldcp;;45.85744444444445;-84.61855555555556
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2004-08-11;2004-08-11;;;0.0;;No owner found!;40;N;44;54;Slatington,_Pennsylvania;Roughly bounded by Ridge Alley, Chestnut St., Railroad St., Kern St., Hill Alley, 5th St. and Dowell, Slatington, Pennsylvania;;Pennsylvania;75;W;36;43;Slatington Historic District;Slatington Historic District;04000839;hd;4000839;40.748333333333335;-75.61194444444445
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1988-08-29;1988-08-29;;Log Cabin;less than one acre;;Private;33;N;23;52;Roswell,_New_Mexico;1601;;New Mexico;104;W;29;47;Slaughter--Hill Ranch;Slaughter--Hill Ranch;85003640;;85003640;33.397777777777776;-104.49638888888889
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2000-12-28;2000-12-28;;Western Commercial;;;State;46;N;17;47;23;;;Montana;108;W;56;17;Slayton Mercantile Co.;Slayton Mercantile Co.;04001435;;4001435;46.29638888888889;-108.93805555555555
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1996-05-17;1996-05-17;;;;;State;48;N;28;10;Montana;Saco,_Montana;Junction of U.S. Route 2 and Montana Highway 243\nSaco, Montana;Montana;107;W;32;56;Sleeping Buffalo Rock;Sleeping Buffalo Rock;96000548;;96000548;48.46944444444444;-107.54888888888888
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;2008-07-10;2008-07-10;;;;;Private;;;;;Florida;New_Smyrna_Beach,_Florida;Florida;Volusia County;;;;;Sleepy Hollow Archeological Site;Sleepy Hollow Archeological Site;08000637;;8000637;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2007-01-25;2007-01-25;;Federal;19018.8518528;;Private;42;N;42;51;;;;New York;77;W;41;28;Sliker Cobblestone House;Sliker Cobblestone House;06001300;;6001300;42.714166666666664;-77.69111111111111
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;1989-11-01;1989-11-01;;;;;;;;;;;;;;;;;;Slinde Mound Group;Slinde Mound Group;88001132;;88001132;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;1978-12-19;1978-12-19;;;;Petroglyph in Sloan Canyon;Bureau of Land Management;;;;;Clark_County,_Nevada;Clark_County,_Nevada;;;;;;;Sloan Petroglyph Site and Boundary Increase;Sloan Petroglyph Site and Boundary Increase;78001720;;78001720;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1997-12-30;1997-12-30;James, Thomas Alma;frame meeting hall;less than one acre;;Private;41;N;35;29;Rock_Springs,_Wyoming;513;;Wyoming;109;W;13;15;Slovenski Dom;Slovenski Dom;97001601;;97001601;41.591388888888886;-109.22083333333333
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1979-10-10;1979-10-10;;;0.0;;;42;N;51;53;Geneva,_New_York;82;;New York;76;W;59;4;Smith's Opera House;Smith's Opera House;02001454;;2001454;42.86472222222222;-76.98444444444445
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2008-06-16;2008-06-16;Unknown;;;;Private;;;;;Newport,_Rhode_Island;Newport,_Rhode_Island;;Rhode Island;;;;;Smithfield Road Historic District;Smithfield Road Historic District;08000234;hd;8000234;41.49919444444444;-71.25080555555556
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1980-07-11;1980-07-11;;Italianate, Queen Anne;4046.564224;;Private;42;N;44;51;Lansing,_Michigan;326;;Michigan;84;W;33;24;Smith-Turner House;Smith-Turner House;80004604;;80004604;42.7475;-84.55666666666667
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;1993-11-04;1993-11-04;Unknown;Italianate, Greek Revival;;Holden Street Providence, part of Smith Hill Historic District;Private;;;;;Providence,_Rhode_Island;Providence,_Rhode_Island;;Rhode Island;;;;;Smith Hill Historic District;Smith Hill Historic District;93001183;hd;93001183;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;1993-11-04;1993-11-04;Unknown;Italianate, Greek Revival;;Holden Street Providence, part of Smith Hill Historic District;Private;;;;;Providence,_Rhode_Island;Providence,_Rhode_Island;;Rhode Island;;;;;Smith Hill Historic District;Smith Hill Historic District;93001183;hd;93001183;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;1980-04-22;1980-04-22;;;16186.256896;;Private;;;;;;;;New York;;;;;Smith Pagerie Site;Smith Pagerie Site;80002615;;80002615;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1976-04-23;1993-10-29;Lindsley, C.H.;Art Deco, Late 19th And 20th Century Revivals, Mid 19th Century Revival;;;U.S. POSTAL SERVICE;32;N;17;54;Jackson,_Mississippi;Jackson,_Mississippi;;Mississippi;90;W;11;7;Smith Park Architectural District;Smith Park Architectural District;(increase);;76001097;32.29840277777778;-90.18530555555556
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1974-10-01;1974-10-01;;;;The Smith Rock Shelter;Texas Parks and Wildlife Department;30;N;11;3;Austin,_Texas;United_States;Austin,_Texas;;97;W;43;26;Smith Rock Shelter;Smith Rock Shelter;74002095;;74002095;30.1842;-97.7238
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2003-08-28;2003-08-28;;Italianate;;;Private;40;N;55;38;New_London,_Iowa;100;;Iowa;91;W;24;5;Smith and Weller Building;Smith and Weller Building;03000830;;3000830;40.92722222222222;-91.40138888888889
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;1973-07-02;;;;809312.8448;;;;;;;Virginia;;;;;;;;Smithfield Historic District;;73002022;;;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;1987-02-18;1987-02-18;Unknown;Greek Revival, Queen Anne, Federal;;Smithfield Friends Meeting House, Parsonage and Cemetery on Smithfield Road;Private;;;;;North_Smithfield,_Rhode_Island;North_Smithfield,_Rhode_Island;;Rhode Island;;;;;Smithfield Road Historic District;Smithfield Road Historic District;87000036;hd;87000036;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1979-08-29;1979-08-29;;Late 19th And 20th Century Revivals, Late Victorian;;North Scituate Baptist Church in 2008;Local;;;;;Scituate,_Rhode_Island;Scituate,_Rhode_Island;;Rhode Island;;;;;Smithville-North Scituate;Smithville-North Scituate;79000003;hd;79000003;41.833702;-71.58627
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;1997;;;Shotgun houses, other;3156320.09472;Logan Street in Smoketown;;;N;;;;;;Kentucky;;W;;;Smoketown Historic District;Smoketown Historic District;97000661;hd;97000661;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2006-07-07;2006-07-07;;No Style Listed;;;National_Park_Service;43;N;50;32;;;;Wyoming;110;W;30;47;Snake River Land Company Residence and Office;Snake River Land Company Residence and Office;98001036;;98001036;43.84211111111111;-110.51294444444444
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;1974-07-30;1974-07-30;;;4046.564224;;Private;;;;;U.S._Route_52;Off U.S. Route 52;;Ohio;;;;;Snead Mound;Snead Mound;74001418;;74001418;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1999-04-22;1999-04-22;"Poundstone, Odis Clay; Washburn, Stuart E.";Colonial_Revival_architecture;;;State;34;N;12;2;Boaz,_Alabama;220;;Alabama;86;W;10;8;Snead Junior College Historic District;Snead Junior College Historic District;99000468;hd;99000468;34.20055555555555;-86.16888888888889
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1982-11-04;1982-11-04;;;;;Private;27;N;46;17;Florida;St._Petersburg,_Florida;Florida;Florida;82;W;38;19;Snell Arcade;Snell Arcade;82001037;;82001037;27.771319444444444;-82.63868055555555
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2004-02-26;2004-02-26;Perrine, Lewis;Greek Revival;22256.103232;;Private;43;N;2;18;;;;New York;74;W;46;26;Snells Bush Church and Cemetery;Snells Bush Church and Cemetery;04000092;;4000092;43.038333333333334;-74.77388888888889
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1979-09-24;1979-09-24;Unknown;No Style Listed;;;Private;39;N;28;13;;;;Maryland;77;W;41;26;Snively Farm;Snively Farm;79001144;;79001144;39.47027777777778;-77.69055555555556
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1980-04-10;1980-04-10;;;less than one acre;;Local;40;N;10;9;East_St._Clair_Township,_Bedford_County,_Pennsylvania;East of Alum Bank on Township 578, East St. Clair Township, Pennsylvania;;Pennsylvania;78;W;34;48;Snooks Covered Bridge;Snooks Covered Bridge;80003412;;80003412;40.16916666666667;-78.58
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2009-09-02;2009-09-02;;;;;;;;;;King_County,_Washington;Snoqualmie R. below crossing of WA 522, King County, Washington;West of Snoqualmie, Washington;;;;;;Snoqualmie Falls;Snoqualmie Falls;92000784;;92000784;47.54192;-121.83685
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1995-02-24;1995-02-24;;Bungalow/Craftsman, Queen Anne;;;State;32;N;1;11;;;;Alabama;87;W;1;57;Snow Hill Normal and Industrial Institute;Snow Hill Normal and Industrial Institute;95000146;hd;95000146;32.01972222222222;-87.0325
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1978-06-29;1978-06-29;Multiple;Renaissance, Italianate, Federal;295399.188352;Cast-iron buildings on Grand Street between Lafayetts Street and Broadway;Local;40;N;43;23;Houston_Street_(Manhattan);Manhattan;New_York_City;New York City;74;W;0;3;SoHo-Cast Iron Historic District;SoHo-Cast Iron Historic District;78001883;nhld;78001883;40.723055555555554;-74.00083333333333
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;1973-05-07;1973-05-07;;;;;;;;;;;;;;;;;;Soapstone Ridge;Soapstone Ridge;73002138;;73002138;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1971-06-23;1971-06-23;Multiple;Georgian, Federal;546286.17024;Head House Square on the 400 block of S. 2nd Street;National Park Service;39;N;56;42;Delaware_River;Pennsylvania;Philadelphia;;75;W;8;58;Society Hill Historic District;Society Hill Historic District;71000065;hd;71000065;39.945;-75.14944444444444
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;1992-03-05;1992-03-05;;;;;;;;;;Portage,_Wisconsin;Portage,_Wisconsin;;;;;;;Society Hill Historic District;Society Hill Historic District;92000112;;92000112;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;1972-03-16;1972-03-16;;;;;Catholic Diocese of El Paso, Texas;;;;;328;;;;;;;;Socorro Mission;Socorro Mission;72001359;;72001359;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1980-09-15;1980-09-15;R._H._Hunt;Classical Revival;;;;;;;;Chattanooga,_Tennessee;Chattanooga,_Tennessee;McCallie Ave.;;;;;;Soldiers and Sailors Memorial Auditorium;Soldiers and Sailors Memorial Auditorium;80003823;;80003823;35.04795;-85.30566
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1993-05-06;1993-05-06;;;;;Private;29;N;53;27;Florida;St._Augustine,_Florida;Florida;;81;W;19;8;Solla-Carcaba Cigar Factory;Solla-Carcaba Cigar Factory;93000374;;93000374;29.890833333333333;-81.31888888888889
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1992-06-04;1992-06-04;;pioneer construction;10116.41056;;Private;40;N;0;10;Pendleton,_Indiana;Pendleton,_Indiana;;Indiana;85;W;44;48;Solomon Fussell Farm;Solomon Fussell Farm;92000675;;92000675;40.00277777777778;-85.74666666666667
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1982-09-23;1982-09-23;Multiple;American_colonial_architecture;404656.4224;;Private;41;N;59;7;Somers,_Connecticut;Main and Battle Sts., Bugbee Lane, and Springfield Rd., Somers, Connecticut;;Connecticut;72;W;26;48;Somers Historic District;Somers Historic District;82004389;hd;82004389;41.985277777777775;-72.44666666666667
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;1986-09-11;1986-09-11;;;;;State;;;;;;;;Maryland;;;;;Somerset Academy;Somerset Academy;86002356;;86002356;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1995-04-13;1995-04-13;;Colonial, Greek Revival, Post-Medieval English;;;Private;41;N;58;52;Somers,_Connecticut;Roughly, along Main, Maple and School Sts., Pinney and Shaker Rd. and Quality Ave., Somers, Connecticut;;Connecticut;72;W;29;24;Somersville Historic District;Somersville Historic District;95000401;hd;95000401;41.98111111111111;-72.49
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1986-03-06;1986-03-06;;;178048.825856;;Local;42;N;6;49;Millcreek_Township,_Erie_County,_Pennsylvania;Presque_Isle_Bay;On bluffs above Sommerheim Drive and Presque Isle Bay in Millcreek Township;Pennsylvania;80;W;8;42;Sommerheim Park Archaeological District;Sommerheim Park Archaeological District;86000397;hd;86000397;42.11361111111111;-80.145
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2009-06-18;2009-06-18;;;4.046560177435776E9;;Private;;;;;Pinedale,_Wyoming;Sublette_County,_Wyoming;Sublette County, at 734 Co. Rd. 23-110, Pinedale, Wyoming;Wyoming;;;;;Sommers Ranch Headquarters Historic District;Sommers Ranch Headquarters Historic District;09000454;;9000454;42.77916666666667;-109.96277777777777
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1979-11-16;1979-11-16;;Other, Roman Rennaissance Revival;2023.282112;Sonoma County Museum;Local;38;N;26;31;Santa_Rosa,_California;4257;;California;122;W;43;1;Old Post Office;Old Post Office;79000559;;79000559;38.441944444444445;-122.71694444444445
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2000-10-06;2000-10-06;;;6757762.25408;;;38;N;20;50;Eldridge,_California;Eldridge,_California;15000;California;122;W;31;7;Sonoma Developmental Center--Main Building;Sonoma Developmental Center--Main Building;00001180;;1180;38.34722222222222;-122.51861111111111
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2006-03-22;2006-03-22;Milano;Early Commercial;20232.82112;Sophia Historic District, July 2007;Private;37;N;42;34;Sophia,_West_Virginia;Main St., bet. Polk St. and Riffe St., Sophia, West Virginia;;West Virginia;81;W;15;7;Sophia Historic District;Sophia Historic District;06000163;hd;6000163;37.70944444444444;-81.25194444444445
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2008-03-06;2008-03-06;;;20232.82112;;Local;43;N;2;28;Little_Falls_(city),_New_York;S. Ann & Mill Sts., Little Falls, New York;;New York;74;W;51;32;South Ann Street-Mill Street Historic District;South Ann Street-Mill Street Historic District;08000139;hd;8000139;43.041088888888886;-74.85880277777778
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1988-09-15;1988-09-15;;;2630266.7456;;;29;N;12;18;Daytona_Beach,_Florida;Florida;Daytona Beach, Florida;Volusia County;81;W;1;3;South Beach Street Historic District;South Beach Street Historic District;88001597;hd;88001597;29.205;-81.0175
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;;;;;;;;32;N;45;32;Dallas;Dallas,_Texas;South Boulevard and Park Row Streets Dallas, Texas;Texas;97;W;19;38;South Boulevard-Park Row Historic District;South Boulevard-Park Row Historic District;;;;32.75888888888889;-97.32722222222222
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1987-02-12;1987-02-12;"Clark,Zephania; Monumental Bronze Co.";Greek Revival, Colonial;;;State;41;N;28;9;Southbury,_Connecticut;E. Flat Hill, Hawkins, Library, and Middle Rds., and 497--864 S. Britain Rd., Southbury, Connecticut;;Connecticut;73;W;15;3;South Britain Historic District;South Britain Historic District;87000125;hd;87000125;41.469166666666666;-73.25083333333333
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1980-11-24;1980-11-24;;Late Victorian;13353.6619392;;Private;35;N;34;50;Mooresville,_North_Carolina;251;;North Carolina;80;W;49;1;South Broad Street Row;South Broad Street Row;80002862;hd;80002862;35.580555555555556;-80.81694444444445
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;2004-12-27;2004-12-27;;;;;Newton,_Massachusetts;;;;;Newton_Highlands,_Massachusetts;Winchester Street, Newton Highlands, Massachusetts;;;;;;;South Burying Ground;South Burying Ground (Winchester Street Cemetery or Evergreen Cemetery);04001256;;4001256;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2001-11-11;2001-11-11;;Mid 19th Century Revival, Late Victorian, et al.;;Malt house, May 2012;Local;39;N;17;12;Baltimore;Baltimore,_Maryland;Approx. 8 blks. centering Central Ave. Bet. Pratt and Fleet Sts., Baltimore, Maryland;Maryland;76;W;35;58;South Central Avenue Historic District;South Central Avenue Historic District;01001213;hd;1001213;39.28666666666667;-76.59944444444444
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;1991-01-31;1991-01-31;Multiple;Colonial Revival, Greek Revival, Late Victorian;;;Local;;;;;Central_Falls,_Rhode_Island;Central_Falls,_Rhode_Island;;Rhode Island;;;;;South Central Falls Historic District;South Central Falls Historic District;91000025;hd;91000025;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1974-07-15;1974-07-15;;Greek Revival, Italianate, Federal;;;Local;39;N;31;37;Chesapeake_City,_Maryland;E of U.S. 213, S of Chesapeake and Delaware Canal, Chesapeake City, Maryland;;Maryland;75;W;48;51;South Chesapeake City Historic District;South Chesapeake City Historic District;74000944;hd;74000944;39.526944444444446;-75.81416666666667
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;2002-12-27;2002-12-27;;Italianate, Romanesque, et al.;;;Local;39;N;18;33;Baltimore;Baltimore,_Maryland;Roughly bouned by Clifton Park, N. Broadway, E. Chase St., and N. Rose St., Baltimore, Maryland;Maryland;76;W;35;22;Baltimore East/South Clifton Park Historic District;Baltimore East/South Clifton Park Historic District;02001611;hd;2001611;39.30916666666667;-76.58944444444444
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1982-08-10;1982-08-10;Multiple;Late Gothic Revival, Late Victorian;;Buildings on Summer Street, viewed from the common;Local;42;N;38;13;Lowell,_Massachusetts;Lowell,_Massachusetts;;Massachusetts;71;W;18;41;South Common Historic District;South Common Historic District;82001993;hd;82001993;42.636944444444445;-71.31138888888889
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1991-05-06;1991-05-06;;Greek Revival, Late Victorian, Colonial;;;Local;41;N;46;12;Coventry,_Connecticut;Roughly, Main St. and adjacent streets from Armstrong Rd. to Lake St. and Lake from High St. to Main, Coventry, Connecticut;;Connecticut;72;W;18;17;South Coventry Historic District;South Coventry Historic District;91000482;hd;91000482;41.77;-72.30472222222222
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1984-05-31;1984-05-31;Multiple;Greek Revival, Late Victorian, Other;;;Local;42;N;9;28;Egremont,_Massachusetts;South_Egremont,_Massachusetts;Egremont,_Massachusetts;Massachusetts;73;W;24;38;South Egremont Village Historic District;South Egremont Village Historic District;84002086;hd;84002086;42.15777777777778;-73.41055555555556
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1994-10-28;1994-10-28;;;6474.5027584;;Private;40;N;13;39;Astoria,_Illinois;Fulton_County,_Illinois;Astoria,_Illinois;Illinois;90;W;21;28;South Fulton Churchhouse;South Fulton Churchhouse;94001264;;94001264;40.2275;-90.35777777777778
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1984-11-23;1984-11-23;;Greek Revival, Colonial, Queen Anne;;;Local;41;N;39;59;Glastonbury,_Connecticut;High, Hopewell, Main and Water Sts., Glastonbury, Connecticut;;Connecticut;72;W;36;15;South Glastonbury Historic District;South Glastonbury Historic District;84000250;hd;84000250;41.66638888888889;-72.60416666666667
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1980-09-17;1980-09-17;Multiple;Second Empire;;1670.0;Local;42;N;40;32;Ipswich,_Massachusetts;Ipswich,_Massachusetts;;Massachusetts;70;W;50;13;South Green Historic District;South Green Historic District;80000471;hd;80000471;42.675555555555555;-70.83694444444444
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;owl#Thing;;1992-03-11;1992-03-11;Unknown;No Style Listed;;;Local;;;;;;;;Massachusetts;;;;;South Hadley Canal Historic District;South Hadley Canal Historic District;92000077;hd;92000077;;
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1982-11-26;1982-11-26;;Second Empire, Italianate;12139.692672;;Private;41;N;41;48;Poughkeepsie,_New_York;81;;New York;73;W;55;34;South Hamilton Street Row;South Hamilton Street Row;82001165;;82001165;41.696666666666665;-73.92611111111111
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1998-07-24;1998-07-24;multiple;Colonial, Federal, Greek Revival;;Second Parish Church;Local;42;N;12;40;Hingham,_Massachusetts;Hingham,_Massachusetts;;Massachusetts;70;W;53;6;South Hingham Historic District;South Hingham Historic District;98000838;hd;98000838;42.21111111111111;-70.885
HistoricPlace;Place;LandmarksOrHistoricalBuildings;Place;_Feature;owl#Thing;1993-08-26;1993-08-26;;Mid 19th Century Revival, Late Victorian, Federal;161862.56896;A portion of the South Lincoln Avenue Historic District;Private;40;N;53;46;Salem,_Ohio;S. Lincoln Ave., roughly between Pershing and Summit Sts., Salem, Ohio;;Ohio;80;W;50;58;South Lincoln Avenue Historic District;South Lincoln Avenue Historic District;93000876;hd;93000876;40.89611111111111;-80.84944444444444
