22-rdf-syntax-ns#type_0;22-rdf-syntax-ns#type_1;22-rdf-syntax-ns#type_2;22-rdf-syntax-ns#type_3;22-rdf-syntax-ns#type_4;22-rdf-syntax-ns#type_5;22-rdf-syntax-ns#type_6;22-rdf-syntax-ns#type_7;alias_0;birthDate_0;birthDate_1;birthPlace_0;birthPlace_1;birthPlace_2;birthPlace_3;country_0;country_1;dateOfBirth_0;description_0;ethnicity_0;ethnicity_1;eyeColor_0;gender_0;givenName_0;hairColor_0;id_0;id_1;name_0;name_1;name_2;name_3;numberOfFilms_0;occupation_0;placeOfBirth_0;placeOfBirth_1;shortDescription_0;surname_0;weight_0
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Randee Styles;1956-10-27;;Las_Vegas_Valley;Nevada;United_States;Las_Vegas_Valley;;;1956;American pornographic actor;English, Irish, Welsh, Scots;;blue;female;Veronica;light brown;183;VHart;Hart, Veronica;Veronica Hart;Veronica Hart;;;;Las_Vegas_Valley;Nevada;American pornographic actor;Hart;55.3392
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Veronica Rain;1976-11-29;1976-11-29;Massachusetts;Newbury,_Massachusetts;United_States;Massachusetts;;;1976-11-29;American pornographic actor;Italians;Italians;Brown;female;Veronica;Black;40181;VeronicaRayne;Rayne, Veronica;Veronica Rayne;Veronica Rayne;;180;;Massachusetts;Newbury,_Massachusetts;American pornographic actor;Rayne;51.7104
Actor;Agent;Artist;Person;Person;owl#Thing;core#Concept;Person;仔仔 ();1981-06-09;1981-06-09;;;;;China;People's_Republic_of_China;1981-06-09;;;;;;Vic;;;;Chou, Vic;Vic Chou;Vic Chou;Zhōu Yùmín;;Actor;;;;Chou;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Victoria Queen, Queen Victoria, Viktoria Karina;1974-08-13;1974-08-13;Moscow;Moscow;Soviet_Union;;;;1974-08-13;Glamour Model, Former Porn Star, and Penthouse Pet;Russians;Russians;Green;female;;Copper Red;921;VQueen;Vicca;Vicca;;;72;;Moscow, Russia;;Glamour Model, Former Porn Star, and Penthouse Pet;;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1960-05-28;1960-05-28;Tacoma,_Washington;Tacoma,_Washington;;;;;1960-05-28;;American Indian , Greek, Italian, Dutch;;Brown;;Vicci;Red;;;Laine, Vicci;Vicci Laine;Vicci Laine;;;;Tacoma,_Washington;;;Laine;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Vicky Chase;1985-02-06;1985-02-06;Los_Angeles;Los_Angeles,_CA;;;;;1985-02-06;Pornographic film actor;Latina;;;female;Vicki;Dark Brown;VickiChase;;Chase, Vicki;Vicki Chase;Vicki Chase;;77;;Los Angeles, California;;Pornographic film actor;Chase;54.8856
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Vicky Richter;;;;;;;;;1977;American pornographic actor;Caucasian;;Blue;;Vicki;Blonde;;;Richter, Vicki;Vicki Richter;Vicki Richter;;;;;;American pornographic actor;Richter;61.236
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1978-07-04;1978-07-04;;;;;;;1978-07-04;;Greeks;Greeks;light brown;;Vicky;dark blonde;2152269;Vicky_Kaya;Kaya, Vicky;Vicky Kaya;Vicky Kaya;;;;;;;Kaya;56.7
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1965-06-12;;Norway;Stavanger;Stavanger, Norway;;;;1965;Norwegian pornographic film actor;;;Blue;female;Vicky;Blonde;31083;;Vette, Vicky;Vicky Vette;Vicky Vette;;152;;Norway;Stavanger;Norwegian pornographic film actor;Vette;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1971-10-21;1971-10-21;China;Harbin;Heilongjiang;Taipei;China;People's_Republic_of_China;21;Taiwanese actor and singer;;;;;Victor;;19313;2008973;Huang Wei-De;Huang, Victor;Victor Huang;Weide Huang;;Actor, singer;China;Harbin;Taiwanese actor and singer;Huang;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1970-01-14;;North_Carolina;United_States;North_Carolina;United_States;;;1970;American pornographic actor;United_States;White;Hazel;female;Victoria;Brunette;31061;448840;Givens, Victoria;Victoria Givens;Victoria Givens;;;;North_Carolina;United_States;American pornographic actor;Givens;52.164
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Victoria Paris, Vicky Paris;1960-11-22;1960-11-22;Great_Falls,_Montana;Great_Falls,_Montana;;;;;1960-11-22;American pornographic actor;White_people;Whites;Brown;female;Victoria;Blonde;94;VParis;Paris, Victoria;Victoria Paris;Victoria Paris;;190;;Great_Falls,_Montana;;American pornographic actor;Paris;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Victoria Sinn, Vic Sinister, Victoria Sinista;1979-06-27;;Germany;East_Germany;Freiberg,_Saxony;Saxony;;;1979;Pornographic actor;Caucasian;;;female;Victoria;Brown;31607;VicSinister;Sin, Victoria;Victoria Sin;Victoria Sin;;280;;Germany;;Pornographic_actor;Sin;51.7104
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Umma, Pororia, Strong Leader, Miss Elastic;1987-02-02;1987-02-02;China;Qingdao;Shandong;China;China;People's_Republic_of_China;1987-02-02;Chinese singer, model, dancer;;;;;Victoria;;fx_victoria;;Song, Victoria;Victoria Song;Victoria;Sung3 Sin6;;Master_of_Ceremonies;Qingdao, Shandong, China;;Chinese singer, model, dancer;Song;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1973-03-03;;Kiev;Soviet_Union;Ukrainian_SSR;Ukrainian_Soviet_Socialist_Republic;;;;;Ukrainians;Ukrainians;Blue;female;;Blonde;18259;VictoriaZdrok;Victoria Zdrok;Victoria Zdrok;;;;;;;;;52.6176
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Vidkid Timo;1968-04-21;1968-04-21;Baton_Rouge,_Louisiana;Louisiana;United_States;Baton_Rouge,_Louisiana;;;1968-04-21;American pornographic actor;United_States;United_States;;male;Vidkid;;VidkidTimo/gender=m/Vidkid-Timo.htm;;Timo, Vidkid;Vidkid Timo;Vidkid Timo;;46;;Baton_Rouge,_Louisiana;Louisiana;American pornographic actor;Timo;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Vigalantee;;;Chicago;United_States;Chicago;United_States;;;;American rapper;African American;;Brown;;;Black;;;Roger \Vigalantee\ Suggs;Vigalantee;Roger \Vigalantee\ Suggs;Vigalantee;;Musician, vocalist, songwriter, record producer;Chicago;United_States;American rapper;;90.72
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1980-03-05;1980-03-05;Norway;Oslo;Norway;Oslo;;;5;Actor;;;;;Viktoria;;;;Winge, Viktoria;Viktoria Winge;;;;Actor;;;Actor;Winge;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Vin;1984-05-23;1984-05-23;;;;;China;People's_Republic_of_China;23;;;;;;Vin;;;;Choi, Vin;Vin Choi Kay-Chun;Vin Choi Kay-Chun;Vin Choi;;Actor;;;;Choi;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1973-12-29;--12-29;Darmstadt;Germany;Darmstadt, Germany;;;;1973-12-29;American pornographic actor;Caucasian_race;Caucasian_race;Green;male;Vince;Brown;2414;VRockland;Rockland, Vince;Vince Rockland;Vince Rockland;;49;;Darmstadt, Germany;;American pornographic actor;Rockland;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1966-06-01;1966-06-01;Lowell,_Massachusetts;United_States;Lowell,_Massachusetts;United_States;;;1966-06-01;American actor;Italian;;;;Vince;Brown;903870;;Vince Vouyer;Vouyer, Vince;Vince Vouyer;;;;Lowell,_Massachusetts;United_States;American actor;Vouyer;81.648
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Signal Wong;1983-07-07;1983-07-07;Hong Kong;;;;China;People's_Republic_of_China;7;Hong Kong actor;;;;;Vincent;;;;Vincent Wong;Wong, Vincent;Vincent Wong;王浩信;;Actor and singer;Hong Kong;;Hong Kong actor;Wong;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Chao Wen-jar;1972-04-10;;China;Harbin;Heilongjiang;People's_Republic_of_China;China;People's_Republic_of_China;1972;Chinese actor;;;;;Vincent;;;;Vincent Zhao;Zhao, Vincent;Vincent Zhao;Zhào Wénzhuó;;Actor, martial artist;China;Harbin;Chinese actor;Zhao;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Violet Love, Linda Diego, Linda Lee;1975-08-21;1975-08-21;San_Antonio;San_Antonio,_Texas;United_States;San_Antonio;;;1975-08-21;American pornographic actor;Latina;;;female;Violet;Blonde;1008;violetlove;Luv, Violet;Violet Luv;Violet Luv;;94;;San_Antonio;San_Antonio,_Texas;American pornographic actor;Luv;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Stephanie Bishop;1959-09-12;1959-09-12;Oak_Ridge,_Tennessee;Oak_Ridge,_Tennessee;United_States;;;;1959-09-12;Pornographic actress;;;Green;female;Stephanie;Red;1364;Viper;Green, Stephanie;Viper;Stephanie Green;Viper;161;;Oak_Ridge,_Tennessee;;Pornographic actress;Green;56.7
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Virginie;1979-06-24;;France;Palace_of_Versailles;Versailles;France;;;1979;;Caucasian;;Green;female;Virginie;Blonde;52118;VirginieKaprice;Gervais, Virginie;Virginie Gervais;Virginie Gervais;;2;;France;Palace_of_Versailles;;Gervais;44.0
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1967-11-10;;Hong_Kong;Hong_Kong;;;China;People's_Republic_of_China;1967;;;;;;Vivian;;159514;;Chow, Vivian;Vivian Chow;Vivian Chow;Zau1 Wai3-man5;;Actor;Hong_Kong;;;Chow;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1975-03-19;1975-03-19;Republic_of_China;Taichung;Taiwan;Taiwan_Province;China;People's_Republic_of_China;1975-03-19;;;;;;Vivian;;398852;;Hsu, Vivian;Vivian Hsu;Vivian Hsu;Xú Ruòxuān;;Actor;Republic_of_China;Taichung;;Hsu;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1976-12-18;1976-12-18;Republic_of_China;Taiwan;Republic_of_China;Taiwan;China;People's_Republic_of_China;18;;;;;;Vivian;;481732;;Lai, Vivian;Vivian Lai Yi-Ling;Vivian Lai;Lài Yílíng;;Actress;Republic_of_China;Taiwan;;Lai;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Anna;1978-03-31;1978-03-31;Bydgoszcz;Poland;Bydgoszcz;Poland;;;31;;White_people;Whites;Blue;female;Vivian;Blonde;VivianSchmitt;;Schmitt, Vivian;Vivian Schmitt;Vivian Schmitt;;19;;Bydgoszcz;Poland;;Schmitt;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Junmei Wu;1966-02-05;1966-02-05;China;Shanghai;China;Shanghai;China;People's_Republic_of_China;1966-02-05;Chinese actor;;;;;Vivian;;943180;;Vivian Wu;Wu, Vivian;Vivian Wu;Wū Jūnméi;;Actor;China;Shanghai;Chinese actor;Wu;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1976-04-09;1976-04-09;Brazil;Jundia%C3%AD;Brazil;Jundia%C3%AD;;;1976-04-09;;Italian_Brazilian;Italian_Brazilian;Brown;female;Viviane;Blond;ViviRonaldinha;;Brunieri, Viviane;Vivi Ronaldinha;Vivi Ronaldinha;Viviane Brunieri;;;Brazil;Jundia%C3%AD;;Brunieri;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1984-07-20;1984-07-20;Johor_Bahru;Malaysia;Johor_Bahru;Malaysia;China;People's_Republic_of_China;20;Malaysian actor-model;;;;;Vivien;;;;Vivien Yeo;Yeo, Vivien;Joeng4 Sau3 Wai6;Vivien Yeo;;Actor;Johor_Bahru;Malaysia;Malaysian actor-model;Yeo;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1959-12-19;1959-12-19;Hong_Kong;Hong_Kong;;;China;People's_Republic_of_China;19;;;;;;Waise;;;;Lee, Waise;Waise Lee;Lei5 Zi2-hung4;Lǐ Zǐxióng;;Actor;Hong_Kong;;;Lee;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1980-05-13;1980-05-13;Japan;Tokyo;Japan;Tokyo;;;1980-05-13;;Japanese_people;Japanese_people;;;Waka;;;;Inoue, Waka;Waka Inoue;Waka Inoue;;;;Japan;Tokyo;;Inoue;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Emil Chau, Zhou Huajian, Chow Wah-Kin;1960-12-22;;Hong_Kong;Hong_Kong;;;China;People's_Republic_of_China;1960;;;;;;Emil;;;;Chau, Emil;Wakin Chau;Emil Chau;Wakin Chau;;Actor;Hong_Kong;;;Chau;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Little Sun (小太陽);1974-11-30;1974-11-30;Hong_Kong;;;;China;People's_Republic_of_China;30;;;;;;Wallace;;;;Chung, Wallace;Wallace Chung;Wallace Chung;Zhong Hànliáng;;Actor, singer, commercial model, presenter;;;;Chung;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1979-12-26;;Taipei;Taiwan;Taipei;Taiwan;China;People's_Republic_of_China;1979;;;;;;Wallace;;;;Huo, Wallace;Wallace Huo;Huò Jiànhuá;Wallace Huo;;Actor, singer;Taipei;Taiwan;;Huo;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1970-12-13;;Brooklyn;New_York;Brooklyn, New York, U.S.;;;;1970;;;;;;Walter;;;;Latham, Walter;Walter Latham;Walter Latham;;;;Brooklyn, New York, U.S.;;;Latham;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1958-02-02;1958-02-02;New_York;New_York_City;Macau;;China;People's_Republic_of_China;2;Actor;;;;;Yeung-Ming;;;;Wan, Yeung-Ming;Wan1 Jeong4 Ming4;Yeung-Ming Wan;Yǐn Yángmíng;;actor;New_York;New_York_City;Actor;Wan;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Annalisa MontezomoloWandaHajni KovacsHajniJudyVanda CurtisNajnaVandaAngieLauraHanji KovacsHayni C.;1975-11-07;1975-11-07;Hungary;Hungary;;;;;1975-11-07;Pornographic film actor;Hungarian_people;Hungarian;Brown;female;Wanda;Brown;1309;WCurtis;Curtis, Wanda;Wanda Curtis;Wanda Curtis;;122;;Hungary;;Pornographic film actor;Curtis;53.5248
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Wanfang Lin;1967-07-06;;Taipei;Taiwan;Taipei;Taiwan;China;People's_Republic_of_China;1967;Taiwanese actor-singer;;;;;;;;;Wanfang;Wanfang;万芳;萬芳;;Actor;Taipei;Taiwan;Taiwanese actor-singer;;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1984-05-29;;Nanhe_County;Nanhe_County;;;China;People's_Republic_of_China;1984;Chinese actor;;;;;Baoqiang;;1316170;;Wang Baoqiang;Wang, Baoqiang;Baoqiang Wang;Wang Baoqiang;;Actor;Nanhe_County;;Chinese actor;Wang;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1987-05-17;1987-05-17;China;Dalian;Liaoning;People%E2%80%99s_Republic_of_China;China;People's_Republic_of_China;1987-05-17;Singer;;;;;Hao;;;;Wang Hao;Wang, Hao;Hao Wang;Wang Hao;;Actor;China;Dalian;Singer;Wang;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Johnny Wang, Wang Lun, Wang Lun Wei, Wong Lung Wei;1949-07-14;1949-07-14;China;China;;;China;People's_Republic_of_China;1949-07-14;Hong Kong action cinema actor, choreographer, and director;;;;;Lung Wei;;910979;;Lung Wei Wang;Wang Lung Wei;Wang, Lung Wei;Lung Wei Wang;;actor, director, producer, action choreographer;China;;Hong Kong action cinema actor, choreographer, and director;Wang;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1958-12-24;1958-12-24;China;Henan;Luoyang;China;China;People's_Republic_of_China;24;Chinese actor;;;;;Luoyong;;910982;;Luoyong Wang;Wang Luoyong;Wang, Luoyong;Luoyong Wang;;Actor;China;Henan;Chinese actor;Wang;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1934-01-04;1934-01-04;China;Henan;Kaifeng;People's_Republic_of_China;China;People's_Republic_of_China;4;Actor;;;;;Xiaotang;;1316172;;Wang Xiaotang;Wang, Xiaotang;Xiaotang Wang;Wang Xiaotang;;Actor;China;Henan;Actor;Wang;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Rebecca Wang;1974-02-11;1974-02-11;Qingdao;Shandong;Qingdao;Shandong;China;People's_Republic_of_China;1974-02-11;Chinese actor;;;;;Yan;;;;Wang Yan;Wang, Yan;Wang Yan;Wáng Yàn;;Actress;Qingdao;Shandong;Chinese actor;Wang;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1934-10-28;1934-10-28;China;Jinan;Jinan;Republic_of_China;China;People's_Republic_of_China;28;Actor;;;;;Yumei;;;;Wang Yumei;Wang, Yumei;Wang Yumei;Wáng Yù Méi;;Actor;China;Jinan;Actor;Wang;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;;;;;;;China;People's_Republic_of_China;;Singaporean television personality;;;;;Yuqing;;;;Jeffrey Wang Yu Qing;Wang, Yuqing;Jeffrey Wang Yu Qing;Yuqing Wang;;Actor;;;Singaporean television personality;Wang;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1964-05-04;1964-05-04;Hong_Kong;Hong_Kong;;;China;People's_Republic_of_China;4;;;;;;Wayne;;;;Lai, Wayne;Wayne Lai;Lai4 Yiu6 Coeng4;Lí Yàoxiáng;;Actor;Hong_Kong;;;Lai;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Namewee;1983-05-06;;Johor;Malaysia;Muar_(town);Muar_town;China;People's_Republic_of_China;1983;Malaysian musician;;;;;Meng Chee;;;;Wee Meng Chee;Wee, Meng Chee;Huáng Míng Zhì;Meng Chee Wee;;Actor;Johor;Malaysia;Malaysian musician;Wee;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1922-05-17;1922-05-17;China;Jiangsu;Zhenjiang;Zhenjiang, Jiangsu, China;China;People's_Republic_of_China;17;Chinese actress;;;;;;;;;Meng-Ying Miao;Wei Wei;Meng-Ying Miao;Wei Wei;;Actor;China;Jiangsu;Chinese actress;;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;;;China;Ningxia;People's_Republic_of_China;China;China;People's_Republic_of_China;1956;Chinese actor;;;;;Zi;;1887505;;Wei Zi;Wei, Zi;Wei Zi;Wēi Zǐ;;Actor;China;Ningxia;Chinese actor;Wei;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1984-06-26;1984-06-26;Xi'an;Xi'an, Shaanxi, China;;;China;People's_Republic_of_China;26;Chinese actor;;;;;Zhang;;;;Wen Zhang;Wen, Zhang;Wen Zhang;Zhang Wen;;Actor;Xi'an, Shanxi, China;;Chinese actor;Wen;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Wendy Knight;;;Fort_Worth,_Texas;United_States;Fort_Worth,_Texas;United_States;;;;American pornographic actor, director;Caucasian;;;female;Wendi;Brown;299;WKnight;Knight, Wendi;Wendi Knight;Wendi Knight;;22;;Fort_Worth,_Texas;United_States;American pornographic actor, director;Knight;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Mrs. Maya, Wendy Devine, Maya Devine, Maya Divine, Wendi Devine;1971-11-12;1971-11-12;Plant_City,_Florida;United_States;Plant_City,_Florida;United_States;;;1971-11-12;American pornographic actor;Caucasian;;Blue;female;Wendy;Blonde;24925;MDevine;Divine, Wendy;Wendy Divine;Wendy Divine;;217;;Plant_City,_Florida;United_States;American pornographic actor;Divine;54.8856
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Wendy Whoppers;1970-08-13;1970-08-13;St._Louis,_Missouri;United_States;St._Louis,_Missouri;United_States;;;1970-08-13;American pornographic actor;Caucasian_race;Caucasian_race;Blue;female;Wend;Blonde;96;WWhoppers;Wendy Whoppers;Whoppers, Wend;Wend Whoppers;Wendy Whoppers;;;St._Louis,_Missouri;United_States;American pornographic actor;Whoppers;43.9992
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1977-05-03;1974-05-03;Kentucky;Pikeville,_Kentucky;USA;United_States;;;1977-05-03;American pornographic actor;;;Blue;female;Wendy;Red;WendyWilliams;;Wendy Williams;Williams, Wendy;Wendy Williams;;50;;Kentucky;Pikeville,_Kentucky;American pornographic actor;Williams;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1987-08-25;1987-08-25;Panama;Panama;;;;;1987-08-25;American pornographic actor;;;Brown;female;Whitney;Dark Brown;43184;WhitneyStevens;Stevens, Whitney;Whitney Stevens;Whitney Stevens;;184;;Panama;;American pornographic actor;Stevens;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1966-01-29;29;Eersel;Netherlands;The_Netherlands;Eersel, north Brabant in Netherlands;;;29;Dutch computer scientist;;;;;Wil Van Der;;;;Aalst, Wil Van Der;Wil M.P. van der Aalst;Wil M.P. van der Aalst;Wil Van Der Aalst;;;Eersel;Netherlands;Dutch computer scientist;Aalst;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Will Pan, Pan Weibo, Pan Shuai (handsome Pan);1980-08-06;1980-08-06;West_Virginia;West Virginia, USA;;;China;People's_Republic_of_China;1980-08-06;;;;;;Wilber;;;;Pan, Wilber;Wilber Pan;Pān Wěibó;Wilber Pan;;Actor;West_Virginia;;;Pan;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Wylde Oscar, Chris Sterling, Chris Oscar, Adam Knight;1967-04-08;;Buckinghamshire;Burnham,_Buckinghamshire;England;Buckinghamshire;;;1967;;United_Kingdom;English;;male;Wilde;Brown;WOscar;;Oscar, Wilde;Wilde Oscar;Wilde Oscar;;;;Buckinghamshire;Burnham,_Buckinghamshire;;Oscar;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;C-Hing;1976-08-13;1976-08-13;Hong_Kong;Hong_Kong;;;China;People's_Republic_of_China;13;;;;;;Wilfred;;;;Lau, Wilfred;Wilfred Lau;Wilfred Lau;lau4 hou5 lung4;;singer, actor;Hong_Kong;;;Lau;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1968-03-09;1968-03-09;Wausau;Wausau,_Wisconsin;Wisconsin;United_States;;;1968-03-09;;Caucasian_race;Caucasian_race;Brown;male;Will;Red;25218;WillClark;Clark, Will;Will Clark;Will Clark;;approx. 50;;Wausau, Wisconsin, United States;;;Clark;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1839-03-25;;Amsterdam, N. Y;;;;;;;;;;;;;;;;William Bell Wait;William Bell Wait;;;;;;;;;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Chak Fung (翟鋒);1985-03-29;1985-03-29;;;;;China;People's_Republic_of_China;29;;;;;;William;;;;Chak, William;William Chak;William Chak;Zaak6 Wai1 Lim4;;Actor;;;;Chak;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;William H. Nutsack, William H. Hutsack;1966-12-27;;;;;;;;1966;;Caucasian;;;;William;Brown;;;H, William;William H;;;;;;;;H;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1983-01-13;1983-01-13;Hong_Kong;Sha_Tin;Hong Kong;;China;People's_Republic_of_China;1983-01-13;American singer;;;;;William James;;1592159;;Hung, William James;William Hung;William Hung;William James Hung;;Actor;Sha Tin, Hong Kong;;American singer;Hung;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;;1943-10-02;1943-10-02;Washington,_D.C.;Washington,_D.C.;;;;;1943-10-02;American pornographic actor;;;;;William;;;;Margold, William;William Margold;William Margold;;;;Washington,_D.C.;;American pornographic actor;Margold;
Actor;Agent;Artist;Person;Person;owl#Thing;core#Concept;Person;;1963-10-23;1963-10-23;Hong_Kong;Hong_Kong;;;China;People's_Republic_of_China;23;Hong Kong actor-film director;;;;;Wilson;;;;Wilson Yip;Yip, Wilson;Wilson Yip;jip6 wai2 seon3;;Actor;Hong_Kong;;Hong Kong actor-film director;Yip;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1971-07-24;1971-07-24;Hong_Kong;Hong_Kong;;;China;People's_Republic_of_China;24;;;;;;Winnie;;490642;;Lau, Winnie;Winnie Lau;Winnie Lau;lau4 siu2 wai3;;Actor;Hong_Kong;;;Lau;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1960-06-09;1960-06-09;Republic_of_China;Taiwan;Taiwan;;China;People's_Republic_of_China;9;;;;;;Winston;;152061;;Chao, Winston;Winston Chao;Winston Chao;Zhào Wénxuān;;Actor;Republic_of_China;Taiwan;;Chao;
Actor;AdultActor;Agent;Artist;Person;Person;owl#Thing;Person;Kane Rivers, Porn Dancer, The King of Kink;1984-11-24;1984-11-24;New_York_City;United_States;New_York_City;United_States;;;1984-11-24;American pornographic actor;Dominican_American;Dominican_American;Hazel;;Wolf;Dirty blonde;;;Hudson, Wolf;Wolf Hudson;Wolf Hudson;;;;New_York_City;United_States;American pornographic actor;Hudson;83.0088
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1980-01-09;1980-01-09;Hong_Kong;Hong_Kong;;;China;People's_Republic_of_China;9;Hong Kong actor;;;;;Cho Lam;;;;Wong Cho Lam;Wong, Cho Lam;Cho Lam Wong;Wong Cho Lam;;Comedian;Hong_Kong;;Hong Kong actor;Wong;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Wong Hei;1967-07-27;1967-07-27;Hong_Kong;;;;China;People's_Republic_of_China;27;Hong Kong actor-singer;;;;;He;;;;Wong He;Wong, He;He Wong;Wong He;;Actor;Hong_Kong;;Hong Kong actor-singer;Wong;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1940-02-21;1941-03-16;Guangzhou;Panyu;Panyu_District;Panyu, Guangzhou, China;China;People's_Republic_of_China;21;Hong Kong songwriter;;;;;James;;;;Wong Jim;Wong, James;James Wong;Wong Jim;;Composer;Panyu, Guangzhou, China;;Hong Kong songwriter;Wong;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;Jing Wong, JL;1983-07-23;;Singapore;Singapore;;;China;People's_Republic_of_China;1983;Singaporean singer;;;;;Jinglun;;;;Wong Jinglun;Wong, Jinglun;Huáng Jìng Lún;Jinglun Wong;;Actor;Singapore;;Singaporean singer;Wong;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1964-11-13;1964-11-13;Hong_Kong;Hong_Kong;;;China;People's_Republic_of_China;1964-11-13;Musician;;;;;Ka Keung;;;;Steve Wong Ka-Keung;Wong, Ka Keung;Huang2 Jia1 Qiang2;Ka Keung Wong;;Actor;Hong_Kong;;Musician;Wong;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1962-06-10;1962-06-10;Hong_Kong;Hong_Kong;;;China;People's_Republic_of_China;1962-06-10;Hong Kong musician;;;;;Ka Kui;;;;Wong Ka Kui;Wong, Ka Kui;Huáng Jiājū;Ka Kui Wong;;Musician;Hong_Kong;;Hong Kong musician;Wong;
Actor;Agent;Artist;Person;Person;owl#Thing;Person;;;1972-08-30;1972-08-30;Singapore;;;;China;People's_Republic_of_China;1972-08-30;Singaporean actress;;;;;Li Lin;;1989662;;Wong Li Lin;Wong, Li Lin;Huáng Lìlíng;Li Lin Wong;;Actor;;;Singaporean actress;Wong;
